sign,q,t,p,r,a_plus,a_minus,raw_plus,raw_minus,Zq,selected,nearest_zero,linear,cyclic,scaled_A
+,2206663,249379,1947499,1804363,1411848,-1,1,0,0,0,-1,-1,-1,-1
+,2207897,39532,2040377,1044652,9395,-1,1,0,0,0,-1,-1,-1,-1
+,2207897,1025861,2040377,2030981,995724,-1,1,0,0,0,-1,-1,-1,-1
+,2217617,338880,1975609,1790928,1267367,-1,1,0,0,0,-1,-1,-1,-1
+,2227889,378813,2078693,1273989,90472,-1,1,0,0,0,-1,-1,-1,-1
+,2227889,1093044,2078693,1988220,804703,-1,1,0,0,0,-1,-1,-1,-1
+,2230147,77282,1957871,1710938,1386723,-1,1,0,0,0,-1,-1,-1,-1
+,2233031,165072,1997557,1577916,993203,-1,1,0,4,0,252048,86976,86976,0.311598
+,2238359,3758,1965553,1640594,1311877,-1,1,0,2,0,659982,656224,656224,1.17269
+,2239229,350178,2056741,1445106,483293,-1,1,0,2,0,224157,126021,126021,0.45023
+,2239229,478519,2056741,1573447,611634,-1,1,0,2,0,224157,254362,254362,0.908749
+,2242781,134804,2057047,1249208,306565,-1,1,0,0,0,-1,-1,-1,-1
+,2242781,636077,2057047,1750481,807838,-1,1,0,0,0,-1,-1,-1,-1
+,2242879,243304,2077151,1237672,154889,-1,1,0,0,0,-1,-1,-1,-1
+,2242879,927893,2077151,1922261,839478,-1,1,0,0,0,-1,-1,-1,-1
+,2245043,623138,2083847,1590314,473643,-1,1,0,4,0,479091,144047,144047,1.0266
+,2245043,643027,2083847,1610203,493532,-1,1,0,4,0,479091,163936,163936,1.16834
+,2249987,345109,2070793,1420273,424644,-1,1,0,0,0,-1,-1,-1,-1
+,2249987,570984,2070793,1646148,650519,-1,1,0,0,0,-1,-1,-1,-1
+,2252161,394212,2024591,1759632,1100461,-1,1,0,0,0,-1,-1,-1,-1
+,2266973,683427,2068763,1872687,993184,-1,1,0,0,0,-1,-1,-1,-1
-,2275769,51300,1980941,1820268,-1,243527,0,1,0,0,-1,-1,-1,-1
+,2276179,70126,2084479,1220326,286047,-1,1,0,0,0,-1,-1,-1,-1
+,2276179,648231,2084479,1798431,864152,-1,1,0,0,0,-1,-1,-1,-1
+,2285911,199762,2117561,1209862,102401,-1,1,0,0,0,-1,-1,-1,-1
+,2285911,1005059,2117561,2015159,907698,-1,1,0,0,0,-1,-1,-1,-1
+,2290037,156249,2029997,1716489,1246732,-1,1,0,0,0,-1,-1,-1,-1
-,2306671,192520,2053897,1709164,-1,60253,0,1,2,0,759376,566856,566856,0.982985
-,2307377,67281,2013821,1828617,-1,226274,0,1,0,0,-1,-1,-1,-1
-,2309921,151473,2120653,1287081,-1,37794,0,1,2,0,1032139,880666,880666,1.52501
-,2318033,41415,2150411,1047147,-1,126206,0,1,2,0,254860,213445,213445,0.368321
+,2326963,835842,2190653,1653702,280909,-1,1,0,4,0,678338,157504,157504,1.08298
+,2326963,1091883,2190653,1909743,536950,-1,1,0,4,0,996846,95037,95037,0.653466
-,2329667,89317,2169511,1050253,-1,70838,0,1,0,0,-1,-1,-1,-1
+,2334949,446594,2146691,1576142,558999,-1,1,0,0,0,-1,-1,-1,-1
+,2334949,458143,2146691,1587691,570548,-1,1,0,0,0,-1,-1,-1,-1
+,2343343,730145,2210387,1527881,115230,-1,1,0,2,0,298520,431625,431625,1.47354
+,2343343,1297420,2210387,2095156,682505,-1,1,0,2,0,2044822,747402,747402,2.55158
+,2346733,21080,2147843,1214420,259917,-1,1,0,0,0,-1,-1,-1,-1
+,2346733,694585,2147843,1887925,933422,-1,1,0,0,0,-1,-1,-1,-1
-,2350181,172822,2079251,1798402,-1,98107,0,1,0,0,-1,-1,-1,-1
+,2362331,709118,2223563,1541726,150771,-1,1,0,2,0,461383,247735,247735,0.838951
+,2362331,1240183,2223563,2072791,681836,-1,1,0,2,0,1900947,660764,660764,2.23767
+,2389297,628249,2218547,1652749,458702,-1,1,0,0,0,-1,-1,-1,-1
+,2389297,735344,2218547,1759844,565797,-1,1,0,0,0,-1,-1,-1,-1
+,2390743,161269,2158097,1557145,794924,-1,1,0,0,0,-1,-1,-1,-1
+,2391293,452979,2166797,1799955,980134,-1,1,0,0,0,-1,-1,-1,-1
+,2399611,637,2153299,1478509,803082,-1,1,0,0,0,-1,-1,-1,-1
+,2400869,238983,2111189,1977063,1603954,-1,1,0,0,0,-1,-1,-1,-1
+,2407333,500370,2148397,2053986,1459205,-1,1,0,0,0,-1,-1,-1,-1
-,2415019,147185,2126681,1877213,-1,141152,0,1,0,0,-1,-1,-1,-1
+,2428787,699674,2287633,1546598,105889,-1,1,0,4,0,761936,62262,62262,0.41016
+,2428787,1334819,2287633,2181743,741034,-1,1,0,4,0,1536271,201452,201452,1.3271
+,2435929,143496,2192131,1606284,876941,-1,1,0,2,0,509519,366023,366023,0.601041
-,2449303,114631,2136019,1994335,-1,198652,0,1,0,0,-1,-1,-1,-1
+,2449991,540219,2200423,2037627,1334612,-1,1,0,0,0,-1,-1,-1,-1
+,2457641,72652,2235997,1402516,496383,-1,1,0,4,0,753649,680997,680997,4.4335
+,2457641,409749,2235997,1739613,833480,-1,1,0,4,0,753649,343900,343900,2.23889
+,2462827,93413,2171011,1844309,1424194,-1,1,0,2,0,144718,51305,51305,0.083327
+,2473609,838956,2331743,1690152,209605,-1,1,0,0,0,-1,-1,-1,-1
+,2473609,1270941,2331743,2122137,641590,-1,1,0,0,0,-1,-1,-1,-1
-,2489717,41374,2141311,2131810,-1,307031,0,1,0,0,-1,-1,-1,-1
+,2501999,286915,2213203,2019691,1539264,-1,1,0,0,0,-1,-1,-1,-1
+,2504657,695120,2326087,1766540,511873,-1,1,0,0,0,-1,-1,-1,-1
+,2504657,742793,2326087,1814213,559546,-1,1,0,0,0,-1,-1,-1,-1
+,2511323,1874357,2451919,2230781,135286,-1,1,0,2,0,2408176,533819,533819,1.70052
+,2511323,1960208,2451919,2316632,221137,-1,1,0,2,0,2408176,447968,447968,1.42703
+,2511389,432347,2248139,2011847,1343208,-1,1,0,2,0,652459,220112,220112,0.350582
+,2513689,1093206,2397947,1787658,84163,-1,1,0,0,0,-1,-1,-1,-1
+,2513689,1619331,2397947,2313783,610288,-1,1,0,0,0,-1,-1,-1,-1
+,2516413,1321218,2399231,2024310,328171,-1,1,0,2,0,1960338,639120,639120,2.03184
+,2516413,1367967,2399231,2071059,374920,-1,1,0,2,0,1960338,592371,592371,1.88322
+,2518309,627178,2296733,1956634,989357,-1,1,0,0,0,-1,-1,-1,-1
+,2520367,257350,2214599,2091958,1711967,-1,1,0,2,0,564108,306758,306758,0.486847
-,2522473,238321,2236489,1954225,-1,47662,0,1,2,0,916546,678225,678225,1.07549
+,2531017,540412,2372257,1492972,73275,-1,1,0,0,0,-1,-1,-1,-1
+,2531017,1346421,2372257,2298981,879284,-1,1,0,0,0,-1,-1,-1,-1
-,2540663,114436,2374157,1113472,-1,52069,0,1,2,0,712209,597773,597773,0.941129
-,2541281,76377,2280463,1641285,-1,184440,0,1,0,0,-1,-1,-1,-1
-,2549647,119724,2275561,1764240,-1,154361,0,1,0,0,-1,-1,-1,-1
-,2555191,109122,2298977,1646406,-1,147091,0,1,4,0,163447,54325,54325,0.170085
+,2556091,530784,2297051,2085024,1342213,-1,1,0,4,0,125821,404963,404963,1.26744
-,2566171,53325,2337913,1422873,-1,174932,0,1,0,0,-1,-1,-1,-1
+,2570137,186938,2236489,2188826,1954225,-1,1,0,2,0,1220726,1033788,1033788,1.60892
+,2577049,212987,2245013,2205203,1952406,-1,1,0,2,0,1007076,794089,794089,1.23256
-,2579741,90562,2339089,1534474,-1,150089,0,1,0,0,-1,-1,-1,-1
+,2585777,246449,2258261,2211545,1918380,-1,1,0,0,0,-1,-1,-1,-1
-,2595937,119500,2364161,1510156,-1,112275,0,1,4,0,155873,36373,36373,0.112092
-,2597663,49497,2518151,526569,-1,30014,0,1,2,0,979504,930007,930007,1.43207
-,2604521,239869,2341477,1818133,-1,23174,0,1,4,0,503810,263941,263941,0.810716
+,2605439,636012,2444809,1599792,118763,-1,1,0,2,0,343436,292576,292576,0.898355
+,2605439,1362265,2444809,2326045,845016,-1,1,0,2,0,2262002,899737,899737,2.76264
-,2630609,107203,2414597,1403275,-1,108808,0,1,2,0,633244,526041,526041,0.799877
-,2631071,266419,2341477,2003983,-1,23174,0,1,4,0,336708,70289,70289,0.21372
+,2631743,401200,2433901,1588252,341403,-1,1,0,0,0,-1,-1,-1,-1
+,2631743,905445,2433901,2092497,845648,-1,1,0,0,0,-1,-1,-1,-1
+,2639071,1210673,2514509,1958045,190908,-1,1,0,2,0,632225,578448,578448,1.75349
+,2639071,1576228,2514509,2323600,556463,-1,1,0,2,0,2006845,430617,430617,1.30536
-,2644139,39827,2405527,1471499,-1,198784,0,1,0,0,-1,-1,-1,-1
+,2649011,982622,2502389,1862354,239697,-1,1,0,0,0,-1,-1,-1,-1
+,2649011,1382959,2502389,2262691,640034,-1,1,0,0,0,-1,-1,-1,-1
+,2663429,837154,2513801,1734922,118889,-1,1,0,0,0,-1,-1,-1,-1
+,2663429,1497143,2513801,2394911,778878,-1,1,0,0,0,-1,-1,-1,-1
+,2679587,1932461,2608561,2358617,176212,-1,1,0,2,0,2543965,611504,611504,1.82567
+,2679587,2006192,2608561,2432348,249943,-1,1,0,2,0,2543965,537773,537773,1.60554
+,2685461,1566802,2587967,2151766,148763,-1,1,0,0,0,-1,-1,-1,-1
+,2685461,1854239,2587967,2439203,436200,-1,1,0,0,0,-1,-1,-1,-1
+,2687329,1723126,2593529,2285926,255197,-1,1,0,2,0,1613572,109554,109554,0.326135
+,2687329,1775531,2593529,2338331,307602,-1,1,0,2,0,1613572,161959,161959,0.482141
+,2698063,11609,2400577,1796525,1180864,-1,1,0,4,0,468723,457114,457114,1.35538
+,2704529,12398,2428787,1666850,892515,-1,1,0,6,0,663466,651068,651068,2.88879
+,2709481,42823,2498381,1309423,77642,-1,1,0,0,0,-1,-1,-1,-1
+,2709481,1154138,2498381,2420738,1188957,-1,1,0,0,0,-1,-1,-1,-1
+,2719637,396019,2457781,1967155,1080510,-1,1,0,0,0,-1,-1,-1,-1
-,2733707,88575,2567783,1084119,-1,77348,0,1,0,0,-1,-1,-1,-1
+,2736533,406947,2540423,1583607,219844,-1,1,0,0,0,-1,-1,-1,-1
+,2736533,1143918,2540423,2320578,956815,-1,1,0,0,0,-1,-1,-1,-1
-,2749573,54352,2596679,971716,-1,98541,0,1,0,0,-1,-1,-1,-1
-,2751299,131233,2391671,2289001,-1,228394,0,1,2,0,686238,555005,555005,0.806899
+,2762029,794067,2502293,2352483,1408606,-1,1,0,6,0,475684,318383,318383,1.38326
+,2762167,447886,2486623,2101150,1267791,-1,1,0,4,0,615131,167245,167245,0.484388
-,2765219,35905,2574071,1182793,-1,155242,0,1,0,0,-1,-1,-1,-1
+,2769097,99259,2457781,1967155,1377270,-1,1,0,0,0,-1,-1,-1,-1
+,2777539,2050984,2705113,2485540,214983,-1,1,0,2,0,2031109,19875,19875,0.0572449
+,2777539,2055573,2705113,2490129,219572,-1,1,0,2,0,2031109,24464,24464,0.0704624
+,2777573,1003180,2619931,1949032,274953,-1,1,0,0,0,-1,-1,-1,-1
+,2777573,1399125,2619931,2344977,670898,-1,1,0,0,0,-1,-1,-1,-1
+,2789441,383132,2557561,1774412,608131,-1,1,0,2,0,599136,216004,216004,0.61949
+,2789441,558149,2557561,1949429,783148,-1,1,0,2,0,599136,40987,40987,0.117549
-,2791331,47457,2653351,875337,-1,90522,0,1,0,0,-1,-1,-1,-1
+,2797999,1634744,2707801,2175932,9319,-1,1,0,2,0,2531746,897002,897002,2.5647
+,2797999,2157293,2707801,2698481,531868,-1,1,0,2,0,2531746,374453,374453,1.07063
+,2801593,50158,2493083,1901218,1259195,-1,1,0,0,0,-1,-1,-1,-1
+,2803337,597283,2494123,2452567,1813728,-1,1,0,0,0,-1,-1,-1,-1
-,2811709,88865,2621167,1232117,-1,101676,0,1,0,0,-1,-1,-1,-1
-,2819683,95880,2509063,1959600,-1,214739,0,1,0,0,-1,-1,-1,-1
+,2829557,810238,2650931,1881994,302819,-1,1,0,2,0,1402194,591956,591956,1.67364
+,2829557,1276355,2650931,2348111,768936,-1,1,0,2,0,1402194,125839,125839,0.355784
+,2830853,151141,2513579,2054785,1444850,-1,1,0,0,0,-1,-1,-1,-1
-,2835293,18665,2744639,562589,-1,71988,0,1,0,0,-1,-1,-1,-1
+,2840237,275671,2528783,2144395,1484336,-1,1,0,0,0,-1,-1,-1,-1
+,2841967,297305,2570047,1928825,990298,-1,1,0,0,0,-1,-1,-1,-1
+,2846161,610418,2583631,2185598,1177147,-1,1,0,0,0,-1,-1,-1,-1
+,2848121,942361,2597041,2448841,1358280,-1,1,0,2,0,1161520,219159,219159,0.307795
-,2849389,10958,2812331,233306,-1,26099,0,1,0,0,-1,-1,-1,-1
-,2849687,314378,2525717,2258198,-1,9591,0,1,0,0,-1,-1,-1,-1
-,2851361,283635,2544403,2125383,-1,23322,0,1,2,0,411085,127450,127450,0.178792
+,2860973,534119,2674849,1650863,92758,-1,1,0,0,0,-1,-1,-1,-1
+,2860973,1465346,2674849,2582090,1023985,-1,1,0,0,0,-1,-1,-1,-1
-,2862017,54297,2607853,1579281,-1,199866,0,1,0,0,-1,-1,-1,-1
+,2865463,963928,2594569,2589292,1620087,-1,1,0,2,0,1056179,92251,92251,0.128776
+,2874023,2213509,2821859,2526493,17618,-1,1,0,2,0,1643784,569725,569725,1.58586
+,2874023,2491256,2821859,2804240,295365,-1,1,0,2,0,1643784,847472,847472,2.35898
+,2874979,247142,2527409,2332562,1890573,-1,1,0,0,0,-1,-1,-1,-1
-,2877649,37675,2565347,1911487,-1,274626,0,1,2,0,1307149,1269474,1269474,1.7646
+,2881561,153267,2648287,1552911,304268,-1,1,0,0,0,-1,-1,-1,-1
+,2881561,944374,2648287,2344018,1095375,-1,1,0,0,0,-1,-1,-1,-1
+,2891257,1838727,2787559,2460915,295544,-1,1,0,2,0,2040126,201399,201399,0.557264
+,2891257,1869826,2787559,2492014,326643,-1,1,0,2,0,2040126,170300,170300,0.471214
-,2896913,33739,2659159,1460263,-1,204014,0,1,2,0,749396,715657,715657,0.988165
+,2897003,147275,2611117,1862591,966790,-1,1,0,0,0,-1,-1,-1,-1
+,2898017,1282926,2759689,2112894,183173,-1,1,0,2,0,375661,907265,907265,2.50451
+,2898017,1746547,2759689,2576515,646794,-1,1,0,2,0,2522355,775808,775808,2.14162
+,2912033,465669,2599741,2339421,1613432,-1,1,0,4,0,391806,73863,73863,0.202918
-,2916827,120041,2574569,2173589,-1,222216,0,1,2,0,784695,664654,664654,0.911475
+,2922061,105158,2699689,1439390,73933,-1,1,0,0,0,-1,-1,-1,-1
+,2922061,1291523,2699689,2625755,1260298,-1,1,0,0,0,-1,-1,-1,-1
+,2928749,614888,2708221,1938056,553003,-1,1,0,2,0,545670,69218,69218,0.189072
+,2928749,832049,2708221,2155217,770164,-1,1,0,2,0,545670,286379,286379,0.782256
+,2929373,1256082,2693393,2671962,1394449,-1,1,0,2,0,1233970,22112,22112,0.0301935
+,2939191,56177,2647097,1808741,914208,-1,1,0,0,0,-1,-1,-1,-1
+,2944751,278498,2634859,2137850,1362343,-1,1,0,0,0,-1,-1,-1,-1
+,2959609,1088467,2790841,2101075,322842,-1,1,0,0,0,-1,-1,-1,-1
+,2959609,1455390,2790841,2467998,689765,-1,1,0,0,0,-1,-1,-1,-1
-,2984141,287799,2655403,2260227,-1,40938,0,1,0,0,-1,-1,-1,-1
+,2985373,49205,2726561,1602077,428388,-1,1,0,0,0,-1,-1,-1,-1
+,2985373,745300,2726561,2298172,1124483,-1,1,0,0,0,-1,-1,-1,-1
-,2988539,107425,2618533,2327461,-1,262580,0,1,0,0,-1,-1,-1,-1
-,2997727,251157,2723881,1894233,-1,22688,0,1,2,0,805157,554000,554000,0.739227
+,3002189,174112,2631653,2397328,1988891,-1,1,0,2,0,585374,411262,411262,0.54795
-,3008563,81526,2700967,1927102,-1,226069,0,1,2,0,1496774,1415248,1415248,1.88163
+,3010349,483419,2771273,1917875,581058,-1,1,0,0,0,-1,-1,-1,-1
+,3010349,755758,2771273,2190214,853397,-1,1,0,0,0,-1,-1,-1,-1
+,3010697,779966,2739713,2405870,1292061,-1,1,0,0,0,-1,-1,-1,-1
+,3024863,1188733,2863079,2159437,267062,-1,1,0,0,0,-1,-1,-1,-1
+,3024863,1625312,2863079,2596016,703641,-1,1,0,0,0,-1,-1,-1,-1
-,3031981,280534,2745103,2001802,-1,6343,0,1,2,0,765173,484639,484639,0.639369
+,3053881,1970854,2952913,2576662,229557,-1,1,0,2,0,1707501,263353,263353,0.689884
+,3053881,2117547,2952913,2723355,376250,-1,1,0,2,0,1707501,410046,410046,1.07416
-,3059377,203089,2739673,2121313,-1,116614,0,1,2,0,96126,106963,106963,0.139849
+,3074089,1208207,2907011,2210675,306132,-1,1,0,0,0,-1,-1,-1,-1
+,3074089,1598410,2907011,2600878,696335,-1,1,0,0,0,-1,-1,-1,-1
+,3086959,968262,2918537,1978794,70789,-1,1,0,0,0,-1,-1,-1,-1
+,3086959,1837215,2918537,2847747,939742,-1,1,0,0,0,-1,-1,-1,-1
+,3087533,497220,2743381,2562132,1883663,-1,1,0,0,0,-1,-1,-1,-1
+,3092447,1507125,2936807,2440965,437998,-1,1,0,0,0,-1,-1,-1,-1
+,3092447,1564968,2936807,2498808,495841,-1,1,0,0,0,-1,-1,-1,-1
+,3103283,706654,2909923,1866814,117051,-1,1,0,0,0,-1,-1,-1,-1
+,3103283,1632711,2909923,2792871,1043108,-1,1,0,0,0,-1,-1,-1,-1
+,3104641,348079,2731979,2584051,2088044,-1,1,0,0,0,-1,-1,-1,-1
+,3110963,494477,2897731,1773869,155530,-1,1,0,0,0,-1,-1,-1,-1
+,3110963,1462808,2897731,2742200,1123861,-1,1,0,0,0,-1,-1,-1,-1
+,3112661,385130,2739673,2623058,2121313,-1,1,0,0,0,-1,-1,-1,-1
+,3113039,628687,2821867,2375719,1300884,-1,1,0,0,0,-1,-1,-1,-1
+,3120697,530223,2808721,2402079,1465214,-1,1,0,0,0,-1,-1,-1,-1
+,3120899,1468779,2963971,2410347,387944,-1,1,0,0,0,-1,-1,-1,-1
+,3120899,1634458,2963971,2576026,553623,-1,1,0,0,0,-1,-1,-1,-1
+,3123317,721058,2805367,2628758,1731091,-1,1,0,2,0,838245,117187,117187,0.15008
+,3132917,246803,2817599,2138711,1213020,-1,1,0,0,0,-1,-1,-1,-1
-,3133931,261962,2751293,2557790,-1,120675,0,1,0,0,-1,-1,-1,-1
-,3140233,140697,2994469,1015281,-1,5066,0,1,0,0,-1,-1,-1,-1
+,3141419,95142,2903627,1521894,45019,-1,1,0,0,0,-1,-1,-1,-1
+,3141419,1431855,2903627,2858607,1381732,-1,1,0,0,0,-1,-1,-1,-1
-,3145547,149123,2941753,1371887,-1,54670,0,1,0,0,-1,-1,-1,-1
+,3151007,469789,2829223,2400493,1501974,-1,1,0,0,0,-1,-1,-1,-1
+,3163799,973466,2884351,2650154,1442491,-1,1,0,2,0,995681,22215,22215,0.0280865
+,3166333,702763,2920409,2178307,733442,-1,1,0,2,0,1130768,428005,428005,1.08139
+,3166333,711422,2920409,2186966,742101,-1,1,0,2,0,1130768,419346,419346,1.05951
+,3174167,149601,2820673,2270565,1570856,-1,1,0,2,0,270460,120859,120859,0.152303
+,3180337,256509,2791681,2588445,2128700,-1,1,0,2,0,39025,217484,217484,0.273536
-,3182203,214212,2781797,2616648,-1,186193,0,1,6,0,1056662,842450,842450,3.17686
-,3187643,90388,2963437,1435624,-1,133817,0,1,2,0,362540,272152,272152,0.341509
+,3207119,282070,2817599,2619190,2138711,-1,1,0,2,0,765249,483179,483179,0.602633
+,3207443,242811,2891419,2138955,1143680,-1,1,0,4,0,200912,41899,41899,0.104504
-,3210017,125098,3033703,1182982,-1,51215,0,1,0,0,-1,-1,-1,-1
+,3212509,1262546,2941753,2887082,1569865,-1,1,0,2,0,828656,433890,433890,0.540251
-,3214187,144952,2813329,2550100,-1,255905,0,1,0,0,-1,-1,-1,-1
+,3230797,853329,3033913,2034633,182024,-1,1,0,4,0,1338946,485617,485617,2.40494
+,3230797,1670584,3033913,2851888,999279,-1,1,0,4,0,1891850,221266,221266,1.09578
+,3232597,2375831,3157181,2828327,123642,-1,1,0,2,0,3081668,705837,705837,1.7468
+,3232597,2581042,3157181,3033538,328853,-1,1,0,2,0,3081668,500626,500626,1.23894
+,3242251,211982,2943217,2006186,857173,-1,1,0,2,0,1003766,791784,791784,1.95366
+,3242251,291839,2943217,2086043,937030,-1,1,0,2,0,1003766,711927,711927,1.75662
+,3249997,231085,2921563,2201689,1250730,-1,1,0,0,0,-1,-1,-1,-1
-,3250189,329710,2906663,2390866,-1,13815,0,1,2,0,771952,442242,442242,0.544266
-,3250393,46442,3082721,1052474,-1,121229,0,1,0,0,-1,-1,-1,-1
+,3257377,735850,3007373,2235874,728525,-1,1,0,0,0,-1,-1,-1,-1
+,3257377,778823,3007373,2278847,771498,-1,1,0,0,0,-1,-1,-1,-1
+,3260867,371858,2941613,2287382,1261293,-1,1,0,0,0,-1,-1,-1,-1
+,3260891,2162845,3157577,2782729,245036,-1,1,0,2,0,2135120,27725,27725,0.0680182
+,3260891,2292656,3157577,2912540,374847,-1,1,0,2,0,2135120,157536,157536,0.386486
+,3261397,2119223,3172357,2653463,15346,-1,1,0,0,0,-1,-1,-1,-1
+,3261397,2622770,3172357,3157010,518893,-1,1,0,0,0,-1,-1,-1,-1
+,3261473,2173184,3156991,2800076,269977,-1,1,0,0,0,-1,-1,-1,-1
+,3261473,2260121,3156991,2887013,356914,-1,1,0,0,0,-1,-1,-1,-1
+,3264491,968085,3064363,2168853,305258,-1,1,0,0,0,-1,-1,-1,-1
+,3264491,1558336,3064363,2759104,895509,-1,1,0,0,0,-1,-1,-1,-1
+,3273937,852205,2975389,2643493,1459392,-1,1,0,0,0,-1,-1,-1,-1
+,3280493,16699,2934751,2091151,1230852,-1,1,0,4,0,39412,22713,22713,0.0553892
+,3285703,452361,2894443,2799921,2253038,-1,1,0,0,0,-1,-1,-1,-1
+,3286841,229705,2929337,2374729,1590416,-1,1,0,0,0,-1,-1,-1,-1
+,3293681,208462,2899993,2570590,2032725,-1,1,0,4,0,1285165,1076703,1076703,2.6152
-,3294449,313708,2910091,2619856,-1,70649,0,1,0,0,-1,-1,-1,-1
+,3300359,371560,2944523,2506576,1697069,-1,1,0,0,0,-1,-1,-1,-1
+,3308341,872599,2967689,2916511,1992734,-1,1,0,0,0,-1,-1,-1,-1
+,3309997,1802617,3182147,2569717,154670,-1,1,0,2,0,2816670,1014053,1014053,2.45089
+,3309997,2260376,3182147,3027476,612429,-1,1,0,2,0,2816670,556294,556294,1.34452
+,3311299,658539,2998097,2537751,1418866,-1,1,0,2,0,463285,195254,195254,0.235864
-,3314477,169124,3071231,1628600,-1,74121,0,1,2,0,767885,598761,598761,0.722601
-,3320791,77853,3084083,1498101,-1,158854,0,1,4,0,1374169,1296316,1296316,3.12291
+,3326417,1686069,3184057,2540229,210332,-1,1,0,2,0,1990438,304369,304369,0.732004
+,3326417,2119564,3184057,2973724,643827,-1,1,0,2,0,1990438,129126,129126,0.310547
+,3327169,1004210,2995477,2994362,1989037,-1,1,0,2,0,585187,419023,419023,0.503759
+,3333257,987307,3027457,2822107,1629450,-1,1,0,4,0,1212845,225538,225538,0.541304
-,3338747,102288,3010967,2068968,-1,225491,0,1,2,0,933489,831201,831201,0.995824
+,3339029,1093671,3151157,2220903,196978,-1,1,0,2,0,220669,873002,873002,2.09163
+,3339029,1826946,3151157,2954178,930253,-1,1,0,2,0,3118359,1291413,1291413,3.0941
+,3341743,370368,2982569,2525412,1697887,-1,1,0,0,0,-1,-1,-1,-1
-,3349543,243626,2989541,2403638,-1,116375,0,1,0,0,-1,-1,-1,-1
-,3351841,327716,3000887,2433440,-1,23237,0,1,2,0,392867,65151,65151,0.0777495
-,3352183,92996,2965189,2414960,-1,293997,0,1,0,0,-1,-1,-1,-1
-,3374089,124305,3088121,1840113,-1,161662,0,1,0,0,-1,-1,-1,-1
+,3395177,522022,3057913,2545606,1511277,-1,1,0,0,0,-1,-1,-1,-1
+,3397013,66911,2955053,2718671,2415378,-1,1,0,0,0,-1,-1,-1,-1
-,3404377,196267,3140861,1777363,-1,67248,0,1,2,0,533093,336826,336826,0.395756
+,3407557,481261,3087281,2402917,1237292,-1,1,0,0,0,-1,-1,-1,-1
+,3423011,771366,3176861,2248266,548305,-1,1,0,0,0,-1,-1,-1,-1
+,3423011,1151655,3176861,2628555,928594,-1,1,0,0,0,-1,-1,-1,-1
+,3423587,428328,3126779,2209176,863245,-1,1,0,0,0,-1,-1,-1,-1
+,3423587,482685,3126779,2263533,917602,-1,1,0,0,0,-1,-1,-1,-1
+,3459373,818699,3123089,2836403,1731018,-1,1,0,0,0,-1,-1,-1,-1
+,3463541,1879803,3309701,2802843,416182,-1,1,0,2,0,2851852,972049,972049,2.24521
+,3463541,1970478,3309701,2893518,506857,-1,1,0,2,0,2851852,881374,881374,2.03578
+,3465851,613221,3136403,2589909,1430194,-1,1,0,2,0,795944,182723,182723,0.210884
-,3466069,250135,3079613,2568871,-1,136320,0,1,2,0,1271080,1020945,1020945,1.17822
+,3466913,1284702,3249749,2587686,640921,-1,1,0,2,0,1174513,110189,110189,0.254264
+,3466913,1305843,3249749,2608827,662062,-1,1,0,2,0,1174513,131330,131330,0.303048
-,3472171,181459,3097781,2427799,-1,192930,0,1,4,0,73372,108087,108087,0.249036
+,3472247,757852,3157277,2647672,1380215,-1,1,0,0,0,-1,-1,-1,-1
-,3472871,235645,3079379,2596597,-1,157846,0,1,0,0,-1,-1,-1,-1
-,3481001,181908,3075797,2613132,-1,223295,0,1,0,0,-1,-1,-1,-1
+,3494807,1364422,3317231,2429878,178103,-1,1,0,2,0,1598149,233727,233727,0.535027
+,3494807,2073671,3317231,3139127,887352,-1,1,0,2,0,1896657,177014,177014,0.405205
+,3503849,1440901,3211049,3197701,1743452,-1,1,0,0,0,-1,-1,-1,-1
-,3516209,285761,3086801,2862209,-1,143646,0,1,2,0,1003937,718176,718176,0.816989
+,3526333,1956021,3394487,2747097,143686,-1,1,0,0,0,-1,-1,-1,-1
+,3526333,2459724,3394487,3250800,647389,-1,1,0,0,0,-1,-1,-1,-1
+,3538453,167088,3079379,2921532,2596597,-1,1,0,0,0,-1,-1,-1,-1
+,3560173,2478500,3460069,3079124,219679,-1,1,0,2,0,1926368,552132,552132,1.24069
+,3560173,2639765,3460069,3240389,380944,-1,1,0,2,0,1926368,713397,713397,1.60306
+,3563719,1012922,3361607,2225594,76659,-1,1,0,0,0,-1,-1,-1,-1
+,3563719,2072275,3361607,3284947,1136012,-1,1,0,0,0,-1,-1,-1,-1
-,3578723,110170,3140551,2739202,-1,328001,0,1,0,0,-1,-1,-1,-1
-,3589819,219299,3190909,2612759,-1,179610,0,1,0,0,-1,-1,-1,-1
+,3593003,114657,3133541,2871429,2494660,-1,1,0,0,0,-1,-1,-1,-1
+,3593981,973479,3245857,3062223,1905110,-1,1,0,0,0,-1,-1,-1,-1
+,3608551,1754184,3465079,2615016,10769,-1,1,0,0,0,-1,-1,-1,-1
+,3608551,2593477,3465079,3454309,850062,-1,1,0,0,0,-1,-1,-1,-1
+,3610357,80961,3171053,2716785,2181556,-1,1,0,0,0,-1,-1,-1,-1
-,3620153,247561,3217727,2662117,-1,154864,0,1,2,0,408845,161284,161284,0.178207
+,3626837,248712,3223547,2668452,1864645,-1,1,0,0,0,-1,-1,-1,-1
+,3636839,659908,3251173,2973904,2036727,-1,1,0,2,0,1404434,744526,744526,0.818872
